group,phase,instance,alpha,tenure,run,seed,of,elapsed_s
large,tenure_sweep,MDG-a_6_n500_m50.txt,0.9,15,2,44,7638.54,10.035
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,15,0,42,7711.79,10.036
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,15,1,43,7696.73,10.036
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,15,2,44,7642.04,10.04
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,15,0,42,7765.68,10.021
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,15,1,43,7725.98,10.044
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,15,2,44,7780.22,10.023
large,tenure_sweep,MDG-a_2_n500_m50.txt,0.9,20,0,42,7627.95,10.019
large,tenure_sweep,MDG-a_2_n500_m50.txt,0.9,20,1,43,7755.63,10.04
large,tenure_sweep,MDG-a_2_n500_m50.txt,0.9,20,2,44,7618.81,10.007
large,tenure_sweep,MDG-a_5_n500_m50.txt,0.9,20,0,42,7662.45,10.033
large,tenure_sweep,MDG-a_5_n500_m50.txt,0.9,20,1,43,7755.23,10.018
large,tenure_sweep,MDG-a_5_n500_m50.txt,0.9,20,2,44,7630.66,10.012
large,tenure_sweep,MDG-a_6_n500_m50.txt,0.9,20,0,42,7711.83,10.027
large,tenure_sweep,MDG-a_6_n500_m50.txt,0.9,20,1,43,7710.71,10.011
large,tenure_sweep,MDG-a_6_n500_m50.txt,0.9,20,2,44,7665.67,10.027
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,20,0,42,7702.47,10.053
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,20,1,43,7696.73,10.015
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,20,2,44,7667.74,10.022
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,20,0,42,7764.55,10.052
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,20,1,43,7725.98,10.044
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,20,2,44,7780.22,10.042
large,tenure_sweep,MDG-a_2_n500_m50.txt,0.9,25,0,42,7632.42,10.042
large,tenure_sweep,MDG-a_2_n500_m50.txt,0.9,25,1,43,7756.24,10.027
large,tenure_sweep,MDG-a_2_n500_m50.txt,0.9,25,2,44,7618.81,10.049
large,tenure_sweep,MDG-a_5_n500_m50.txt,0.9,25,0,42,7662.45,10.042
large,tenure_sweep,MDG-a_5_n500_m50.txt,0.9,25,1,43,7703.6,10.051
large,tenure_sweep,MDG-a_5_n500_m50.txt,0.9,25,2,44,7630.66,10.049
large,tenure_sweep,MDG-a_6_n500_m50.txt,0.9,25,0,42,7706.18,10.009
large,tenure_sweep,MDG-a_6_n500_m50.txt,0.9,25,1,43,7683.99,10.024
large,tenure_sweep,MDG-a_6_n500_m50.txt,0.9,25,2,44,7632.38,10.034
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,25,0,42,7702.47,10.042
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,25,1,43,7696.73,10.046
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,25,2,44,7656.38,10.031
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,25,0,42,7764.55,10.041
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,25,1,43,7725.98,10.031
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,25,2,44,7780.22,10.027
large,tenure_sweep,MDG-a_2_n500_m50.txt,0.9,30,0,42,7632.42,10.056
large,tenure_sweep,MDG-a_2_n500_m50.txt,0.9,30,1,43,7756.24,10.023
large,tenure_sweep,MDG-a_2_n500_m50.txt,0.9,30,2,44,7618.81,10.034
large,tenure_sweep,MDG-a_5_n500_m50.txt,0.9,30,0,42,7662.45,10.028
large,tenure_sweep,MDG-a_5_n500_m50.txt,0.9,30,1,43,7711.42,10.039
large,tenure_sweep,MDG-a_5_n500_m50.txt,0.9,30,2,44,7630.66,10.029
large,tenure_sweep,MDG-a_6_n500_m50.txt,0.9,30,0,42,7707.9,10.021
large,tenure_sweep,MDG-a_6_n500_m50.txt,0.9,30,1,43,7677.36,10.048
large,tenure_sweep,MDG-a_6_n500_m50.txt,0.9,30,2,44,7642.37,10.018
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,30,0,42,7702.9,10.025
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,30,1,43,7696.73,10.009
large,tenure_sweep,MDG-a_9_n500_m50.txt,0.9,30,2,44,7650.13,10.018
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,30,0,42,7765.72,10.047
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,30,1,43,7725.98,10.05
large,tenure_sweep,MDG-a_13_n500_m50.txt,0.9,30,2,44,7780.22,10.023
